Recording_index,AccName1,Fund_Freq1,AbsoluteAmplitude1,AccName2,Fund_Freq2,AbsoluteAmplitude2
101,INCEW77,0.413223140495868,1.85,OTPEW86,0.638617580766341,2.19932
68,DRSN174W90,3.75634517766497,1.133816,INCNS77,0.609137055837564,-2.06
11,BLVN65E86,0.680028632784538,-0.906196,METN127W86,0.572655690765927,0.717
70,DRSN174W90,3.78619153674833,1.133816,ISPHN15E86,0.705270972531552,0.868
97,INCEW77,0.408314773570898,1.85,ISPHN15E86,0.705270972531552,0.868
123,INCNS77,0.623700623700624,-2.06,MLTN92W86,0.727650727650728,-1
95,INCEW77,0.413223140495868,1.85,INCNS77,0.601051840721262,-2.06
149,MAGNS86,0.644237652111668,-1.35,METN127W86,0.572655690765927,0.717
140,ISPHN15E86,0.705270972531552,0.868,MAGNS86,1.22494432071269,-1.35
55,BRNN107W90,3.19227913882702,1.428123,ISPHN15E86,0.705270972531552,0.868
169,MLTN92W86,0.693802035152636,-1,TITN55W86,1.20259019426457,-0.835219
175,PNDN139W86,0.739476678043231,-0.963746,PNDN139W90,2.90102389078498,-1.51
151,MAGNS86,0.652173913043478,-1.35,OTPEW86,0.652173913043478,2.19932
32,BLVN155E90,2.83870967741935,-2.15,PNDN139W90,2.90322580645161,-1.51
142,ISPHN15E86,0.705270972531552,0.868,MLTN92W86,0.705270972531552,-1
163,METN127W86,0.572655690765927,0.717,TITN55W86,1.89692197566213,-0.835219
135,INCNS86,0.72992700729927,-0.957,PNDN139W86,0.72992700729927,-0.963746
3,BLVN65E86,0.660377358490566,-0.906196,DRSN174W90,3.77358490566038,1.133816
39,BRNN107W86,0.753012048192771,0.933,INCNS86,0.72289156626506,-0.957
93,ERENN126E86,0.601295097132285,1.605056,TITN55W86,1.20259019426457,-0.835219
176,PNDN139W86,0.72694229895502,-0.963746,PRSN100W86,0.681508405270332,-1.509198
125,INCNS77,0.625711035267349,-2.06,PNDN139W86,0.739476678043231,-0.963746
130,INCNS86,0.742390497401633,-0.957,ISPHN15E86,0.705270972531552,0.868
37,BRNN107W86,0.753012048192771,0.933,INCEW90,1.02409638554217,0.978
34,BRNN107W86,0.753012048192771,0.933,DRSN174W90,3.76506024096386,1.133816
25,BLVN155E90,2.81543274244004,-2.15,INCNS86,0.72992700729927,-0.957
23,BLVN155E90,2.82758620689655,-2.15,INCEW90,1.01708706265256,0.978
118,INCEW90,1.01708706265256,0.978,TITN55W86,1.79007323026851,-0.835219
87,ERENN126E86,0.623700623700624,1.605056,MLTN92W86,0.727650727650728,-1
124,INCNS77,0.597826086956522,-2.06,OTPEW86,0.652173913043478,2.19932
61,BRNN107W90,3.20284697508897,1.428123,PNDN139W90,2.90628706998814,-1.51
76,DRSN174W90,3.75634517766497,1.133816,PNDN139W90,3.09644670050761,-1.51
113,INCEW90,1.01708706265256,0.978,OTPEW86,0.65093572009764,2.19932
134,INCNS86,0.72992700729927,-0.957,OTPEW86,0.677789363920751,2.19932
40,BRNN107W86,0.753012048192771,0.933,ISPHN15E86,0.602409638554217,0.868
74,DRSN174W90,3.75634517766497,1.133816,OTPEW86,0.65989847715736,2.19932
115,INCEW90,1.01708706265256,0.978,PNDN139W90,3.173311635476,-1.51
91,ERENN126E86,0.636074511585643,1.605056,PRSN100W86,0.681508405270332,-1.509198
121,INCNS77,0.588928150765607,-2.06,MAGNS86,0.647820965842167,-1.35
131,INCNS86,0.72992700729927,-0.957,MAGNS86,0.625651720542231,-1.35
154,MAGNS86,0.636074511585643,-1.35,PRSN100W86,0.681508405270332,-1.509198
145,ISPHN15E86,0.705270972531552,0.868,PNDN139W90,2.89532293986637,-1.51
