no_story,T1,no_span,no_bay,DI_cladire
10,0.81622,2,2,1.2213
5,0.44893,2,3,0.78571
11,0.96974,4,2,0.13268
5,0.6005,2,3,0.74919
6,0.74026,5,4,0.97034
11,1.3161,5,2,0.258
11,0.97126,2,2,1.0665
6,0.70191,5,3,0.061219
10,0.86128,5,4,0.66167
4,0.57173,3,3,0.61768
4,0.65244,3,5,0.28166
10,0.83087,5,3,1.1618
10,0.86619,4,4,0.79608
11,1.2145,2,5,0.60821
12,1.3173,2,4,1.8537
10,1.0207,3,2,1.5915
8,0.69372,5,4,1.9544
11,0.80309,4,4,0.36538
11,1.2502,4,3,0.9604
9,1.0884,2,2,1.2067
8,0.92609,4,5,0.10273
10,0.97049,2,2,0.069341
11,1.4586,2,2,0.32037
11,1.3103,5,2,1.1089
4,0.50289,3,3,0.40614
6,0.6809,3,2,0.3125
6,0.71304,3,3,0.0
6,0.82388,2,5,0.31965
7,0.81995,5,5,0.50854
13,1.2127,5,4,1.2505
7,0.7423,4,2,0.57785
8,0.99911,5,3,0.29837
8,0.79793,2,2,0.41206
8,0.89595,3,2,0.41766
7,1.0677,4,4,0.04648
12,1.1229,2,2,0.99493
7,0.54898,5,3,1.274
12,1.0204,2,5,0.81705
7,0.66665,5,5,0.30128
8,0.96507,4,2,0.025426
5,0.78178,3,2,0.58252
8,1.1681,5,2,0.44669
10,0.89809,4,4,0.19135
7,0.74503,3,2,0.32088
10,1.1489,4,3,0.35056
8,0.8723,5,2,0.19232
8,0.78741,4,2,0.26915
4,0.56486,2,3,0.0
13,1.5393,3,3,1.4556
8,0.85464,2,4,0.29469
6,0.76842,4,3,0.0
13,1.7008,2,2,0.69634
13,1.311,2,3,2.0583
4,0.40994,3,2,0.37929
7,0.70636,3,4,0.55621
11,1.1833,2,4,0.30909
7,0.71744,2,4,0.15255
6,0.72934,5,3,0.23271
6,0.53069,5,4,0.12504
12,1.434,2,5,1.2749
12,1.4702,2,4,1.0873
6,0.73685,2,3,0.44786
10,1.0093,5,5,0.13566
12,0.98538,2,3,2.3435
6,0.84698,2,5,0.30922
6,0.68734,5,3,0.27639
11,1.6052,5,5,0.41254
8,0.86099,5,4,0.21373
11,1.1899,4,2,0.17993
5,0.75949,2,2,0.022946
9,1.0184,2,3,0.11921
7,0.72576,4,5,0.013774
6,0.58522,3,2,1.2206
8,0.84572,4,3,0.70554
9,0.92131,2,4,0.40991
5,0.75779,4,4,0.028608
11,1.1019,5,2,0.40202
13,1.1132,2,3,0.74295
4,0.49282,5,5,0.21218
12,1.1352,4,4,0.39407
10,0.75663,5,5,0.93415
9,1.1202,2,2,0.19597
6,0.70257,4,5,0.1147
13,1.0288,4,5,0.60369
12,1.5009,4,2,0.59202
7,0.8859,3,3,0.36935
13,1.5367,3,5,1.079
11,1.3723,5,3,2.1083
5,0.76196,2,4,0.11047
4,0.51716,5,4,0.03694
13,0.9773,2,2,1.3222
10,0.87623,3,3,0.63428
13,1.0285,5,4,0.71917
12,1.5481,2,5,0.81735
6,0.66984,2,3,2.1169
5,0.52026,3,5,0.20442
5,0.80355,3,3,0.44132
8,0.75085,2,3,0.11755
5,0.73027,3,4,0.0
4,0.68708,3,2,0.11346
7,0.84814,4,5,0.54525
6,0.68617,5,3,0.3082
10,1.0485,5,3,0.029013
13,1.7288,4,3,0.38695
4,0.77231,3,4,0.32624
6,0.56698,5,5,0.21636
8,0.93709,4,3,0.26619
6,0.62686,2,3,0.52584
10,1.0034,5,4,1.1689
13,1.2489,2,5,0.88223
5,0.70492,2,2,0.17666
4,0.50919,2,2,0.16601
10,0.88214,2,3,0.022269
13,1.7472,3,5,0.42621
10,1.3114,5,4,1.1475
10,1.241,5,3,1.2476
7,0.81836,5,3,0.43977
11,0.83463,3,3,0.54289
6,0.62885,3,2,0.16002
10,1.1546,2,5,0.30624
6,0.5956,4,5,0.13875
10,1.0016,5,3,1.2334
13,1.2046,5,3,1.7098
8,0.86995,3,3,0.29142
9,0.69897,5,3,0.39376
7,0.79277,4,5,0.35154
6,0.72116,5,5,0.38371
6,0.51762,5,5,0.089951
5,0.58501,2,4,0.3224
5,0.50783,4,5,0.6774
5,0.72354,2,4,0.0014635
10,0.93122,5,3,0.013197
13,1.0894,5,5,0.82844
11,1.0348,3,5,0.25987
12,1.3375,3,3,0.60179
10,1.0594,3,3,0.43518
8,0.58526,5,4,0.67188
6,0.84143,3,3,0.2513
7,0.6906,3,5,0.40044
8,0.69744,5,5,0.57708
7,0.7462,2,3,1.8279
7,0.8132,5,4,0.10295
12,1.1608,4,4,0.19762
9,1.0872,2,5,0.18023
10,1.364,3,4,0.21245
9,1.0548,4,3,1.0147
6,0.58864,5,3,0.21669
10,0.79539,4,4,0.66451
11,0.78135,2,2,0.72516
12,1.238,5,5,0.2844
13,1.4448,3,3,0.21133
5,0.67974,3,2,0.64669
11,1.1243,5,3,0.30815
11,1.504,3,5,1.0709
12,1.559,2,4,0.23384
8,0.62709,4,4,0.11571
8,0.82377,5,4,0.5017
9,0.73477,2,4,0.54691
11,0.93857,3,2,0.43545
12,0.87123,3,3,0.895
12,1.1159,2,4,0.70684
8,1.0386,2,3,0.38259
12,1.2988,3,4,0.51196
10,0.94023,4,5,0.98376
13,1.2109,4,3,0.67963
7,0.85403,5,5,0.76699
4,0.76882,3,4,0.47327
9,1.2616,2,4,1.5926
8,0.65539,3,3,0.037489
7,0.87217,3,3,0.1529
10,1.1191,2,2,0.38931
8,0.8494,4,5,0.49899
11,0.86902,2,3,1.1135
9,0.7332,5,2,0.80454
11,1.0784,3,4,0.40154
11,0.82416,4,3,0.50419
8,0.69403,3,4,0.039688
6,0.60361,3,2,0.59422
13,1.9375,4,3,1.2062
9,1.1181,4,4,0.85711
5,0.6501,5,5,0.71087
6,0.68169,3,4,0.34037
10,1.087,2,5,0.8207
6,0.60105,5,2,0.0
13,1.2773,3,5,0.35191
11,1.1096,4,4,0.49279
10,1.201,4,5,1.1316
4,0.64847,5,3,0.24302
10,0.95224,3,3,0.37469
11,0.89337,3,2,0.44037
6,0.72787,2,4,0.02414
8,1.3653,3,5,0.9352
12,1.4667,4,2,0.68747
10,0.91134,4,5,0.47485
12,1.3659,3,4,0.29495
13,1.0391,3,3,1.2847
11,1.2165,5,4,0.26823
6,0.57659,3,4,0.67687
5,0.65559,5,2,0.74612
7,0.55238,2,3,0.072163
5,0.87612,3,3,0.53645
11,1.2552,2,3,2.2155
7,0.74699,3,4,0.46423
9,0.87562,5,3,0.5926
13,1.2453,5,3,1.9727
7,0.91423,4,5,0.37266
4,0.7961,4,2,0.27392
13,1.1792,4,3,1.0452
6,0.67566,3,2,1.7268
12,1.1222,3,4,1.5053
6,0.52607,3,3,0.15191
10,0.98316,2,2,0.847
8,0.95972,5,2,0.53262
9,0.66921,3,4,0.40079
8,0.80666,5,5,0.93751
7,0.66664,3,4,0.29493
13,1.5832,3,3,0.75142
12,1.3707,4,3,0.58582
8,0.75653,4,2,0.098865
4,0.5535,5,2,0.030199
4,0.64727,4,3,0.53697
8,0.96701,2,3,0.35924
4,0.78053,2,3,0.39137
6,0.78926,5,2,1.0943
11,0.91132,2,3,0.29636
13,1.932,5,2,0.56653
8,0.61421,4,2,0.32845
5,0.46725,5,3,0.52687
11,0.89911,2,2,1.5824
11,1.2679,2,3,0.87541
13,1.6148,4,3,0.5952
5,0.5183,5,3,0.059272
7,0.93238,4,4,1.9136
13,2.2421,3,5,2.1066
11,1.2551,3,2,0.44122
6,0.46012,3,2,1.9903
6,0.60225,3,3,0.15985
9,0.98845,4,2,0.43631
10,1.1829,3,4,0.12552
13,1.468,3,3,1.2771
6,0.67339,4,4,0.85886
6,0.66805,3,4,0.1797
11,0.99377,2,2,0.7322
7,0.55245,2,2,2.0496
4,0.73385,3,2,1.9072
6,0.57684,3,2,1.4914
5,0.63816,5,2,0.67973
5,0.72324,5,4,0.34838
9,1.0792,4,4,0.30113
13,1.1815,2,2,0.53628
11,1.1074,3,2,2.2858
10,0.93193,2,4,1.5445
6,0.57815,5,5,0.24798
8,0.71091,3,4,0.81551
7,0.59512,5,4,0.68284
4,0.59343,2,5,0.308
8,0.76342,3,4,0.80441
7,0.58206,3,4,0.46671
9,1.019,5,3,0.36398
4,0.59188,3,5,0.034649
8,0.72308,3,5,0.37156
12,1.2891,2,2,1.7797
5,0.55142,5,4,0.35759
6,0.79962,3,4,0.35954
13,1.043,4,5,2.1626
8,0.74975,2,2,0.0
6,0.65611,4,4,0.021922
12,1.2273,4,5,0.96052
5,0.58338,4,2,0.84457
7,0.53425,3,5,0.043561
5,0.7682,2,5,0.21273
11,0.87354,3,5,0.44282
12,0.93502,5,4,1.4331
6,0.57069,4,2,1.7742
13,1.3663,5,3,0.96945
10,1.3335,5,4,1.4454
9,0.90229,3,5,1.1278
4,0.65186,3,4,0.041052
4,0.77787,2,5,0.15839
7,0.80477,4,4,0.29542
10,0.79099,2,5,0.39198
11,1.1732,4,5,1.5668
13,1.806,3,2,0.48172
12,1.2361,4,4,1.3672
5,0.71099,5,3,0.29277
6,0.51211,5,2,0.38194
10,1.0919,2,3,1.304
5,0.68634,3,5,0.15491
12,1.0356,3,5,0.10004
13,1.3123,5,4,0.68226
9,0.89925,5,5,0.063456
10,0.76478,4,3,0.0
9,0.74999,5,4,0.95351
9,0.94957,4,4,0.20624
11,1.4879,2,2,0.4149
6,0.57179,4,2,0.17141
9,0.71005,3,5,0.2043
5,0.795,5,5,0.11855
8,0.73382,2,3,0.43879
4,0.66639,2,5,0.11025
13,1.4064,3,3,1.1875
9,0.74809,5,3,0.30188
12,1.4718,2,5,1.103
10,0.89929,4,3,0.089066
10,0.88928,4,2,0.20174
4,0.6281,5,5,0.17575
5,0.70898,5,4,0.027002
6,0.58581,3,4,0.44088
12,1.6179,4,3,1.1434
4,0.68769,4,2,0.16863
4,0.52692,3,4,0.74091
4,0.69065,2,4,0.58314
9,0.76916,5,2,0.79271
4,0.60006,2,3,0.30366
7,0.60093,2,4,0.29186
8,0.72098,2,3,0.71969
9,0.67298,5,2,0.64041
7,0.55507,2,5,0.17739
8,0.70582,5,5,0.78489
5,0.73236,4,2,1.4217
12,1.9782,2,2,1.5694
8,0.86124,4,4,0.37958
7,0.59764,4,5,0.22795
9,0.80513,2,4,0.59795
6,0.60815,4,3,0.095346
13,1.4996,2,5,0.53877
9,1.0633,3,3,1.0872
6,0.63235,2,5,0.15549
4,0.7897,2,2,0.0058156
10,1.1609,5,5,0.75359
7,0.84948,5,2,0.46697
11,1.2604,2,5,0.55786
7,0.5939,5,2,0.059378
11,0.78003,3,3,0.8424
4,0.63201,2,3,0.12273
11,1.0442,4,2,0.99572
4,0.567,4,4,0.13412
6,0.62784,3,3,0.99788
5,0.71305,5,5,0.020181
12,1.2928,2,2,1.1914
13,1.6408,3,3,0.58942
6,0.86223,2,5,0.22556
13,1.0293,5,4,1.3354
6,0.76753,3,4,0.68122
11,1.1222,5,4,1.4826
6,0.68772,4,2,0.27865
6,0.64301,3,2,0.75856
10,1.1649,2,4,0.98262
8,0.71475,5,2,0.44258
12,1.0365,4,5,1.3816
11,0.9795,3,5,1.0652
11,1.1577,4,3,1.1766
7,0.75344,3,4,0.15509
6,0.88418,3,2,0.087595
4,0.64938,2,5,0.57496
8,0.9359,2,3,0.25824
9,0.83275,5,3,0.44923
12,1.2727,4,2,0.28518
5,0.67598,5,3,0.38842
11,0.94806,2,2,0.88679
12,1.4139,4,3,2.0647
10,1.0032,2,4,0.61929
13,1.1244,4,3,0.047451
6,0.79106,2,3,0.51413
9,0.73729,2,2,0.67941
13,1.3362,4,3,0.26315
11,1.244,5,2,0.91431
8,0.71185,3,4,0.67707
4,0.40379,2,3,0.16699
11,1.1904,2,2,0.76359
9,0.68878,4,5,0.51904
9,1.1762,2,4,0.35315
7,0.92801,4,5,0.74612
12,1.774,3,5,0.52215
12,1.4131,2,5,1.9776
7,0.95391,4,4,0.29368
5,0.56114,3,4,0.0
8,0.67634,4,3,0.32885
7,0.66272,5,3,0.42364
8,1.1765,3,3,0.35156
9,0.75236,2,4,0.92352
9,0.98806,5,3,1.1073
6,0.5934,4,4,0.13053
8,0.61382,3,4,0.97221
4,0.71261,2,3,0.91038
5,0.6392,4,4,0.99434
10,0.93965,5,3,1.4323
10,0.83492,2,2,0.75441
6,0.4972,5,4,0.042593
13,1.2209,5,5,1.5394
10,1.0077,4,2,0.72818
6,0.76258,2,3,0.58099
12,1.1128,5,4,0.57011
11,1.3178,3,4,1.4081
12,0.93826,3,3,0.74871
12,1.3958,3,3,1.2643
5,0.59405,4,2,0.22259
10,0.85707,4,4,0.41944
10,0.97358,4,4,0.95277
5,0.76101,5,3,0.079429
8,0.81872,5,2,0.12751
12,1.5141,4,5,0.28244
11,1.4528,5,2,0.50894
13,2.3376,2,5,0.74403
4,0.71393,3,3,0.0
5,0.50843,4,2,0.0035286
7,0.84021,4,5,0.14706
11,1.305,3,4,0.67396
5,0.59422,4,4,0.089036
6,0.5949,4,3,0.050503
4,0.71406,4,5,0.039646
12,1.2939,5,4,0.42585
9,0.65954,4,3,0.60673
8,0.62869,4,2,0.22083
6,0.54847,3,5,0.43125
6,0.70521,4,3,0.17089
6,0.6222,3,3,0.43154
6,0.56839,2,2,0.20421
4,0.69655,5,3,0.68322
7,0.85458,3,4,0.38323
10,0.84391,3,5,0.32367
7,1.0405,2,2,0.205
6,0.71709,3,4,0.14868
7,0.93669,3,2,0.10326
4,0.55965,4,5,0.10227
13,1.7625,2,2,0.30396
7,0.88166,5,4,0.22898
8,0.64084,3,2,0.0092913
9,1.0468,3,5,0.27592
11,1.6929,2,4,1.0323
4,0.44107,5,4,0.1801
6,0.6512,5,4,0.18993
9,0.90146,3,3,1.5451
9,0.99128,2,2,0.042539
7,0.89485,2,5,0.071763
7,0.75494,5,4,0.11769
7,0.86603,2,2,0.95862
9,0.72925,3,4,0.26646
5,0.71598,4,2,0.22396
8,0.67918,4,5,0.29709
9,1.0694,4,4,0.86572
9,1.1818,5,3,0.31045
13,1.3731,5,3,1.381
12,1.4016,4,5,0.75823
4,0.60144,3,4,0.25369
10,0.72701,5,3,0.41423
5,0.73774,2,4,0.2725
11,1.1333,2,5,0.44901
8,0.77793,3,2,0.17117
13,1.0887,3,5,1.4642
11,1.5586,5,4,0.16672
6,0.8132,5,2,0.73942
9,0.84669,4,5,0.29579
4,0.59664,5,3,0.21196
12,1.0846,4,4,0.14911
5,0.43043,4,2,0.066508
8,0.96491,4,3,0.41775
13,1.3098,5,2,1.3051
9,1.0066,5,5,0.80661
9,0.84145,4,3,0.4567
13,1.1783,5,3,0.8665
7,0.63155,2,5,0.53892
11,0.85902,4,2,1.1952
13,1.5608,3,2,0.80035
6,0.72327,4,5,0.75079
11,1.0568,5,5,0.83907
8,0.59009,3,5,1.3657
11,0.85066,2,2,0.77438
8,0.71752,2,5,0.55108
10,1.0027,4,5,0.40723
12,0.9126,3,2,0.44839
7,0.67892,5,5,0.14835
5,0.75134,4,5,0.59047
10,1.3045,4,5,1.9048
12,1.6522,2,4,1.1407
6,0.68537,2,3,0.40489
7,0.67622,5,3,0.55886
5,0.48139,4,3,0.43362
11,1.5525,2,3,0.43956
4,0.51624,4,5,0.14269
7,0.63462,5,4,0.33393
4,0.53589,3,4,0.038124
11,0.97657,5,5,0.33625
5,0.7363,5,3,0.31168
9,1.1832,4,2,0.78959
9,0.78597,4,3,0.39203
6,0.58588,5,5,0.089217
8,0.7342,3,5,0.040584
6,0.67628,4,3,0.012833
12,1.2181,2,5,1.0123
13,1.0804,3,5,0.93213
9,0.937,3,5,0.077074
10,0.77189,5,4,0.49524
6,0.58002,5,3,0.33237
13,1.2817,4,3,0.15734
11,0.85988,4,3,0.55711
10,1.4665,2,5,0.21419
7,0.8992,2,2,0.28558
13,1.0845,4,4,1.0725
5,0.55336,5,5,0.038113
13,1.0058,4,4,2.0349
11,0.899,5,3,0.75849
7,0.75011,4,5,1.6898
12,1.1067,3,2,1.0294
13,1.5431,3,2,1.1704
10,1.5255,5,4,0.77038
13,1.5121,2,4,1.2028
5,0.73417,3,2,0.0
8,0.70534,4,2,0.32468
13,0.97396,4,5,0.85282
6,0.65893,5,4,0.25151
10,0.76398,5,4,0.24786
8,0.64588,3,3,0.45694
12,0.85578,3,3,0.8686
9,0.78136,3,2,0.58069
6,0.6128,5,4,0.50408
4,0.79689,3,2,0.93517
12,1.3413,5,5,1.3797
5,0.59422,3,5,0.25535
4,0.78886,4,3,0.41523
12,1.414,2,3,1.2728
11,0.90794,3,5,0.76801
5,0.50015,2,3,0.52779
4,0.40129,3,5,0.79282
5,0.83798,2,5,0.12584
6,0.54052,5,5,0.16017
13,1.6303,2,2,0.58137
10,0.82431,2,4,0.04963
6,0.87286,4,5,0.59522
10,0.99995,3,2,0.21794
10,0.80669,3,2,0.075928
4,0.42786,5,5,0.17566
12,1.0195,2,2,0.6429
12,1.3129,5,5,1.2028
4,0.63975,3,5,0.01746
4,0.79086,5,2,0.23111
13,1.3353,2,4,1.6598
6,0.7252,5,2,0.43336
12,1.7303,2,4,0.49933
4,0.61328,2,2,0.0
10,1.0224,2,4,0.078642
5,0.77628,4,4,0.07726
6,0.74799,5,2,0.23409
5,0.66044,5,5,0.070045
9,1.2092,4,2,0.44654
5,0.8099,4,4,0.057828
6,0.67997,3,4,0.58452
7,0.66092,4,2,1.4197
4,0.60528,3,4,0.24714
5,0.76292,5,4,0.27629
7,0.74084,3,4,1.5555
7,0.79036,4,3,2.1552
6,0.91591,5,5,0.20006
6,0.57657,3,4,0.3498
11,0.91584,3,5,0.47742
5,0.81543,2,3,0.40771
7,0.70418,2,2,0.7627
12,1.5798,3,5,0.46214
10,0.91137,5,4,0.1271
5,0.53107,2,2,0.57225
6,0.63839,4,5,0.0
6,0.61793,2,3,0.65091
6,0.49559,3,3,0.12322
8,0.79304,3,5,0.17752
13,1.9019,2,5,0.72567
11,1.6117,5,3,0.78254
8,0.82128,3,4,0.039811
11,1.0965,5,4,0.84747
4,0.70631,3,3,0.43448
10,1.5317,3,3,0.27842
5,0.59658,5,2,0.14538
7,0.53897,3,2,0.4674
11,1.3748,2,4,0.72754
4,0.72287,2,4,0.052134
5,0.77357,4,5,0.57462
5,0.72979,5,5,0.25564
4,0.59165,5,4,0.041143
9,0.78903,5,3,0.43221
7,0.58767,4,2,0.10957
13,1.1901,3,4,1.227
6,0.67344,5,3,0.0
8,1.1245,2,3,1.4703
13,1.3704,3,4,0.80771
11,1.2706,2,4,0.39083
5,0.75647,4,2,0.26041
7,0.74688,3,5,0.22831
12,1.412,3,3,0.76702
5,0.84052,3,5,0.11294
5,0.74573,5,2,0.18946
10,0.83871,2,4,0.91053
4,0.50822,4,2,0.16249
8,0.82732,3,2,0.11301
13,1.632,4,4,0.26538
13,1.1511,2,3,0.57623
7,0.76434,2,2,0.45753
4,0.71126,5,2,0.028265
5,0.88436,2,5,0.43349
6,0.53311,3,4,0.53184
8,0.7125,4,2,0.41541
7,0.66693,4,4,0.77906
6,0.63897,4,5,0.61904
11,1.0237,5,4,0.43194
12,1.1113,4,2,0.9931
11,1.2049,4,5,0.39225
13,1.4615,2,2,0.7179
13,1.6968,5,3,0.39018
11,1.0183,3,3,0.39247
5,0.75202,4,5,0.18838
13,1.3989,2,2,0.39777
10,0.76259,3,5,0.87969
6,0.77516,4,3,1.4773
13,1.4902,3,3,0.52786
12,0.94475,4,5,1.0567
12,1.424,5,2,0.65663
7,0.80034,3,2,0.033041
11,0.82784,4,3,0.13305
13,1.6654,3,5,1.0264
4,0.68551,2,5,0.16321
13,1.7589,5,4,0.35875
11,1.4268,4,3,2.1539
5,0.67699,5,3,0.08192
5,0.56668,2,2,0.67401
7,0.63767,5,5,0.39425
5,0.69025,3,3,0.17603
13,1.1017,4,4,0.94625
7,0.65267,3,5,0.20912
8,0.80024,4,5,0.209
13,1.5915,4,2,2.1326
5,0.6048,4,2,0.087113
9,0.9208,3,2,0.18376
12,1.0967,4,4,0.87118
8,0.81314,5,4,0.38591
4,0.69966,3,3,0.43967
6,0.55302,3,4,0.09187
8,0.75983,3,3,1.1298
9,0.74579,5,4,0.27679
7,0.93245,5,3,0.47221
8,0.6739,5,2,1.0388
13,1.9249,3,3,0.50239
5,0.57458,4,2,1.175
6,0.63975,3,4,2.0379
5,0.53066,4,4,0.54032
6,0.75266,3,5,0.58092
12,1.1335,4,3,1.6603
13,0.93951,3,2,0.60624
11,1.3442,5,3,1.1877
7,0.94894,3,2,0.19675
7,0.56007,3,2,0.50616
9,0.73352,4,3,0.90077
7,0.73319,3,5,0.72707
9,0.74601,5,2,0.72419
12,1.1478,3,5,1.0293
9,0.74417,5,4,0.26749
8,0.79673,2,4,0.086436
7,0.95261,2,4,0.35593
4,0.6124,3,5,0.0
5,0.74332,5,3,0.10016
12,1.0849,4,2,1.0563
4,0.4934,4,2,0.088371
11,1.4493,2,4,0.41703
5,0.58313,5,4,0.12314
10,0.88593,2,3,0.30495
7,0.89685,3,3,0.48333
13,1.4145,5,3,0.24907
4,0.78055,3,2,0.022483
5,0.77287,5,3,0.066059
11,1.1988,5,2,0.40169
8,0.62507,5,3,0.25071
8,0.81913,4,3,0.45094
11,0.87372,4,3,0.41089
6,0.64427,3,3,0.066051
5,0.74999,4,5,0.14877
13,1.2632,4,3,0.89408
8,0.88285,4,5,0.87006
7,0.73807,2,3,0.24235
4,0.72352,5,4,0.65905
9,0.6769,2,3,0.47952
13,0.97683,5,4,0.079377
4,0.65152,2,5,0.182
10,1.1479,3,4,0.75887
6,0.6679,3,3,0.38262
7,0.60237,2,5,0.17191
12,0.96183,2,2,1.0299
5,0.74761,3,4,0.44718
7,0.71263,5,4,1.8589
12,1.3784,5,4,0.78125
12,1.1448,5,5,0.13107
13,0.97182,3,4,0.42137
7,0.93397,5,2,0.32654
4,0.73833,4,3,0.55195
13,1.1264,4,4,0.69177
4,0.67378,3,5,0.37581
7,0.67706,4,2,2.0345
8,0.71407,3,2,0.98999
13,1.2971,5,4,1.4567
13,1.2941,4,5,0.57049
12,1.3326,3,5,1.5364
9,1.0702,3,3,1.1013
13,1.3305,3,2,0.51435
8,1.0189,2,2,0.27314
5,0.51101,2,3,0.17015
4,0.55554,4,5,0.54682
6,0.6658,4,3,0.99075
8,0.67583,4,3,0.50194
5,0.72036,4,5,0.20794
5,0.64158,3,4,0.3237
12,1.2663,2,5,0.92448
13,1.337,5,5,1.6002
11,1.2041,4,2,1.3254
13,1.6819,4,2,0.35201
8,0.79296,4,4,0.080936
6,0.43904,5,2,0.11326
9,1.0621,3,5,1.124
6,0.56133,3,2,0.21182
5,0.86383,2,3,2.1481
4,0.79643,5,4,2.1914
5,0.4309,2,4,0.086482
12,1.0761,2,2,1.3031
4,0.7833,3,2,0.42367
4,0.70344,3,4,0.0
6,0.7436,5,3,0.079028
11,1.6338,5,2,0.79508
11,0.97713,2,4,0.43325
7,0.664,4,5,1.3916
9,0.95317,4,3,0.46519
7,0.78722,4,2,0.46647
6,0.63523,4,2,0.10632
9,0.74953,3,4,0.44809
12,1.3677,4,4,0.74408
5,0.53264,2,2,0.070009
10,1.1802,3,5,0.39387
8,0.65657,4,2,0.35846
10,1.2568,2,5,0.67741
7,0.9018,3,2,0.10049
10,0.86051,2,4,0.4577
12,1.8462,2,5,1.0919
11,0.86036,3,3,0.37524
11,0.7928,3,4,0.66961
4,0.70759,5,5,0.089461
4,0.61503,3,5,0.11422
4,0.76737,4,5,0.29955
12,1.0161,2,3,0.51106
5,0.41956,5,5,1.0799
6,0.44078,5,2,0.24661
7,0.78384,5,3,0.14297
12,1.5227,2,4,0.87378
12,1.0844,4,3,0.6435
10,0.97974,4,5,1.0445
12,1.0151,2,4,1.6264
10,0.88467,3,5,0.1268
8,0.69175,5,3,0.29316
8,0.90013,3,4,0.38176
6,0.4888,2,4,0.081463
5,0.53265,3,2,0.15819
11,1.408,5,4,0.80043
6,0.90581,4,3,0.48351
5,0.552,5,2,0.13202
8,0.76325,2,5,0.46142
12,1.4259,5,2,1.1386
8,0.84753,5,5,0.40326
8,0.57251,3,4,0.34719
7,0.72496,5,3,0.33642
5,0.73854,5,5,0.23559
10,1.2577,2,4,0.68552
7,0.50458,3,3,0.78831
7,0.7947,3,3,1.3039
9,0.80988,5,3,0.20238
13,1.4999,2,3,1.3361
10,0.77839,2,4,0.65041
10,0.97914,2,3,2.1188
12,1.0195,2,2,1.5617
8,0.76257,5,2,0.39652
6,0.69363,4,5,0.4823
9,0.82511,4,3,0.21596
7,0.74529,2,4,0.67167
5,0.59711,2,2,0.38004
5,0.59067,5,5,0.63538
11,1.4884,4,4,0.32733
9,0.82461,3,2,2.1057
12,1.1041,3,3,1.7105
6,0.52108,5,4,0.29548
8,0.79152,3,3,0.74432
6,0.63726,2,3,0.19974
12,1.2002,5,4,1.009
5,0.62234,4,2,0.19779
13,1.5579,2,4,1.3593
5,0.70346,2,3,0.049168
5,0.44013,5,3,0.0
4,0.70309,3,4,0.37262
10,0.97911,2,3,0.21823
10,0.86669,4,3,0.91547
4,0.51765,5,5,0.43784
11,1.0185,2,5,0.73154
11,1.6173,4,5,0.99656
9,1.0852,3,5,0.44664
12,1.4965,5,2,0.79051
9,0.85584,4,2,0.45767
5,0.66454,4,4,0.58797
8,0.72028,2,4,0.12467
13,1.9114,2,3,0.58672
5,0.76278,4,3,0.06202
5,0.55589,3,4,0.0
10,1.0683,4,4,1.531
4,0.55785,5,3,0.1786
9,0.82513,4,3,0.13793
4,0.48132,5,3,0.47057
6,0.50445,2,3,0.27477
7,0.64912,2,5,0.80147
11,0.96376,2,3,0.65071
10,0.94241,4,5,0.26214
7,0.50002,4,2,0.72273
4,0.65718,5,3,0.0080861
12,1.0685,4,3,0.48499
7,0.5667,3,4,0.16816
13,1.4115,2,5,1.5344
5,0.7678,3,5,0.0
10,1.0037,5,3,0.66818
8,0.64939,5,5,0.60882
8,0.82349,2,4,0.19371
6,0.5618,2,5,0.59682
8,0.72555,3,4,0.34756
9,1.2361,5,2,0.32588
7,0.76351,3,3,0.09831
13,1.2611,2,3,0.63548
12,1.0843,4,4,1.8338
10,1.0408,2,2,0.26823
10,0.88974,4,4,0.95485
12,1.32,3,2,0.29953
7,0.61388,3,5,0.035438
6,0.61603,5,5,0.42842
9,0.94884,2,3,1.9597
6,0.71499,5,3,0.40016
11,1.0617,5,5,1.6261
10,0.87951,2,2,0.55998
13,1.2589,2,5,0.98661
11,1.2114,2,5,0.19107
6,0.66812,5,3,0.62886
10,1.0309,2,2,0.67061
5,0.72679,2,4,0.21235
13,1.2285,4,5,1.5636
9,0.90757,5,5,0.5758
7,0.8874,4,2,1.2676
11,1.2449,5,3,0.8874
4,0.62149,2,2,1.0213
4,0.58657,3,3,0.26769
8,0.83875,5,2,0.10567
7,0.64984,4,3,0.13782
12,0.90334,4,3,1.5615
10,0.75841,4,2,0.35657
10,1.1813,5,3,1.6868
13,1.8361,3,4,0.41138
8,0.91107,2,2,1.9098
7,0.82681,3,5,1.4506
7,0.74627,3,5,0.43419
4,0.78213,4,3,0.48084
8,0.75546,4,3,0.58282
10,0.77842,4,5,1.4536
9,0.81684,4,5,0.68835
4,0.62356,5,4,0.30333
7,0.68156,3,5,0.36476
6,0.56593,5,2,0.17758
11,1.1594,3,3,1.1293
6,0.89166,3,4,0.11275
12,1.7839,3,4,0.64789
10,1.0183,4,3,0.67007
7,0.62789,4,4,0.22164
8,0.65913,5,5,0.75133
13,1.4155,2,3,0.58713
8,0.8466,2,4,0.47966
13,1.0486,3,4,0.67751
8,0.73835,5,4,0.26233
5,0.94235,3,3,0.37292
11,1.4565,5,2,1.4109
11,1.1178,2,4,0.85367
13,1.1507,4,2,2.2998
10,1.0266,2,2,0.68466
4,0.48528,5,2,0.26431
