no_story,no_story_2,T1,no_span,no_bay,no_span_2,no_bay_2,DI_cladire
12,5,1.4957,2,5,1,2,0.51815
4,2,0.74114,4,4,3,3,0.35394
10,2,0.70971,3,3,2,1,0.23599
5,3,0.78375,3,4,2,5,0.22614
12,5,1.3164,4,2,3,1,0.57604
10,6,0.75604,3,5,1,3,1.0917
9,3,1.0094,5,5,3,4,0.46735
12,3,0.93084,5,5,1,3,0.42037
11,9,1.2255,3,5,2,5,0.70252
6,2,0.52624,4,3,1,4,0.36678
5,3,0.493,5,4,4,2,0.19663
9,6,0.91082,3,3,2,4,0.16499
7,4,0.79062,3,3,2,3,0.63731
10,2,0.87655,5,3,1,2,0.6206
10,6,0.79146,3,5,2,2,0.28724
13,10,1.7777,5,4,3,5,1.7207
12,8,1.1983,3,5,2,4,0.73815
9,6,0.84056,5,5,4,2,0.18432
8,3,0.75212,2,4,1,5,0.30946
12,2,1.0635,5,2,1,2,0.2554
6,2,0.67366,5,4,4,4,0.28714
9,5,1.0836,5,2,1,5,0.12892
7,2,0.61297,3,3,1,3,0.22202
13,7,1.2506,2,2,1,2,1.0028
5,3,0.45632,3,3,1,5,0.25514
8,5,0.67277,4,5,2,1,0.09507
11,2,1.209,2,4,1,5,0.71019
6,4,0.57218,5,2,4,5,0.22307
12,9,1.1986,5,4,2,4,0.27012
6,4,0.50904,5,4,2,5,0.4771
10,6,0.92284,5,4,3,3,0.83511
5,2,0.62634,2,4,1,4,0.18312
10,5,0.86807,2,2,1,1,0.18704
13,9,1.3598,4,5,1,3,1.3956
4,2,0.6094,2,2,1,5,0.0
13,6,1.0149,5,3,4,3,0.52766
8,3,0.77932,3,2,2,5,0.21099
8,2,0.76546,2,5,1,2,0.84622
8,6,0.6322,3,3,1,2,0.86321
6,2,0.47925,5,4,4,2,0.13203
4,2,0.54926,3,2,2,4,0.17827
6,4,0.93103,2,5,1,4,0.42527
5,3,0.79567,2,5,1,4,0.56409
4,2,0.69472,5,5,4,2,0.6929
4,2,0.66512,4,5,1,2,0.089481
11,9,1.2075,5,3,3,5,1.1682
8,3,0.90374,4,3,1,2,0.25584
9,2,0.83365,5,3,4,5,0.3807
7,2,0.60189,3,3,1,4,0.075241
9,3,0.72705,4,4,2,5,0.27482
5,2,0.56269,5,2,2,5,0.040902
11,5,1.2169,2,3,1,3,0.76977
9,5,0.72478,4,5,3,5,0.28612
8,4,0.68014,5,5,2,1,0.27
7,5,0.75547,3,2,1,4,0.049488
8,4,0.60183,5,3,4,4,0.11392
9,7,0.79725,4,3,2,1,0.59386
4,2,0.69169,2,5,1,1,0.61155
13,4,1.2106,3,3,2,2,1.0535
6,3,0.67142,2,4,1,1,0.17197
5,2,0.84503,2,4,1,5,0.1943
11,5,0.80037,3,3,2,1,1.0086
6,4,0.72884,4,4,3,3,0.052157
8,5,0.96204,3,3,2,2,0.45085
10,2,0.9159,5,3,1,1,0.12338
8,2,0.83148,2,5,1,5,0.38266
4,2,0.74423,5,5,4,3,0.15779
9,7,0.68505,4,5,1,4,0.1996
4,2,0.65824,4,4,1,3,0.54589
5,3,0.61935,5,3,1,4,0.2198
9,6,0.68534,3,3,2,2,0.61088
7,2,0.56058,5,5,3,1,0.57819
6,2,0.58159,2,4,1,2,0.073308
9,4,0.90617,2,2,1,4,0.33326
11,4,0.98028,5,5,2,1,0.48699
6,3,0.83726,3,4,1,3,0.25204
7,5,0.61715,2,2,1,4,0.85469
11,3,1.1812,4,4,3,2,0.61856
11,5,0.88784,5,4,1,1,0.75798
13,2,1.5377,3,3,1,4,0.86723
12,2,1.5474,2,5,1,1,0.79993
7,2,0.77006,4,4,2,2,0.49508
4,2,0.68107,4,3,1,2,0.1264
6,3,0.84647,2,5,1,4,0.18174
12,9,1.5736,4,5,2,1,0.9086
4,2,0.64022,3,5,1,1,0.032121
13,3,1.4307,2,3,1,3,0.20056
6,3,0.78121,3,5,1,5,0.080612
9,6,0.92133,2,3,1,2,0.40455
9,3,1.1953,3,4,1,5,0.60218
12,5,1.2616,4,5,3,5,0.26727
4,2,0.74057,3,3,1,1,0.35898
4,2,0.57067,3,2,2,1,0.21852
5,3,0.7437,4,4,2,5,0.64122
11,3,1.04,4,2,2,5,1.7156
10,3,1.0317,2,3,1,4,0.25041
9,4,0.65539,3,4,2,2,0.30952
9,3,0.68368,4,3,3,4,0.66284
11,3,0.87142,3,3,1,2,0.28078
13,5,1.0091,4,4,3,5,0.48963
6,3,0.66704,5,3,3,3,0.038675
11,2,0.77207,5,4,1,2,1.2421
4,2,0.4384,2,3,1,3,0.080907
10,6,1.3019,3,4,2,2,0.42832
8,3,0.69308,3,3,2,1,1.2665
8,3,0.88308,4,2,2,3,1.1706
10,8,1.1646,2,3,1,1,0.93292
7,2,0.68065,4,5,3,5,0.75081
11,7,1.6744,5,5,2,5,1.5918
10,6,0.75589,4,4,3,5,1.461
5,2,0.65932,2,3,1,1,0.073602
12,2,1.1727,5,2,3,3,0.096289
4,2,0.6698,4,4,3,3,0.41531
12,4,1.3773,2,5,1,5,0.40041
4,2,0.73651,5,4,3,3,0.26081
7,2,0.82529,2,5,1,5,0.4043
7,3,0.68421,2,5,1,5,0.4036
8,2,0.94686,5,4,3,4,0.62567
11,2,0.85849,4,2,1,4,1.9577
13,9,1.9723,2,2,1,5,0.6704
9,5,1.1726,3,4,1,2,0.64318
4,2,0.41609,5,2,3,5,0.0
13,4,1.0921,5,5,3,4,1.4552
5,2,0.45589,3,4,1,4,0.077014
13,2,1.4134,2,3,1,2,0.80862
7,3,0.62769,3,3,2,3,0.36547
13,8,1.0947,5,5,2,4,1.5823
4,2,0.52798,3,3,2,4,0.0
11,3,0.98197,4,4,1,2,1.2574
11,7,1.028,4,5,3,5,1.5625
7,4,0.74445,4,3,1,1,0.1946
12,8,1.0135,5,3,4,3,1.3957
6,2,0.65602,2,4,1,5,0.2104
6,2,0.95477,3,5,2,5,0.15274
13,2,0.97671,2,2,1,1,0.61537
13,8,1.1567,3,3,2,1,2.3218
7,4,0.81674,4,5,1,1,0.42588
7,3,0.62982,4,3,2,2,0.14796
7,3,0.87887,5,3,2,1,0.34786
5,2,0.56938,4,4,3,3,0.037966
5,2,0.67979,3,2,2,3,0.22752
5,3,0.80923,4,5,3,2,0.27686
12,3,1.5954,4,3,1,4,0.52319
10,3,1.0585,5,3,1,1,0.27719
4,2,0.56711,2,4,1,2,0.089364
6,4,0.48677,5,4,4,5,0.40978
12,8,1.2509,4,5,2,1,0.34972
12,4,1.5551,2,2,1,3,0.84742
7,5,0.72652,3,2,2,3,0.029283
13,5,1.5543,2,4,1,1,1.1986
4,2,0.61056,4,4,2,2,0.042114
5,2,0.67248,5,4,2,1,0.18487
13,8,1.4744,2,4,1,2,0.39763
8,5,0.78383,4,4,2,1,1.1134
6,3,0.54661,5,5,4,4,0.32226
5,3,0.95956,3,4,1,4,0.24136
12,7,1.1158,2,3,1,4,0.39102
6,2,0.85979,3,3,2,4,0.50604
7,4,0.51014,5,3,2,2,0.1712
8,2,0.9537,4,4,3,2,0.52441
8,4,0.71934,5,4,2,3,0.10909
9,7,0.72624,4,3,1,2,0.098962
6,4,0.66044,3,5,1,1,0.0
13,10,1.2339,4,3,2,3,0.47089
13,4,1.4134,2,2,1,5,0.15098
8,2,0.67921,3,3,1,2,0.17292
11,9,0.93676,5,5,4,2,0.17137
9,5,0.84695,5,4,2,3,0.68101
12,7,0.85039,3,4,2,1,0.92634
12,4,1.2418,4,5,1,1,0.5014
7,2,0.71587,3,2,2,1,0.091493
6,3,0.66611,4,5,3,2,0.78476
7,3,0.56776,5,5,4,2,0.080982
6,2,0.56769,2,4,1,4,0.49854
11,9,0.97346,4,3,3,5,0.9831
4,2,0.51949,3,2,1,4,0.2157
13,3,1.0713,4,3,2,5,0.39856
5,2,0.55644,5,4,2,4,0.084407
8,2,0.88477,4,2,3,4,0.21382
12,3,1.462,2,5,1,4,1.2723
12,3,1.3688,5,2,1,1,0.92016
5,2,0.47551,4,2,2,5,0.30732
6,3,0.80171,3,2,1,5,0.15903
10,3,1.0903,4,5,2,5,1.6312
5,2,0.64614,5,5,2,4,0.66154
7,3,0.70402,3,2,1,5,1.0245
10,3,0.82064,2,4,1,3,0.71573
13,7,1.3463,3,4,2,5,0.9162
11,2,1.057,2,5,1,3,1.8163
7,5,0.8699,3,4,2,5,1.5278
9,3,0.79706,4,3,1,4,0.58287
9,4,0.9252,4,4,1,3,0.25274
7,2,0.99717,4,4,3,1,0.61443
10,7,1.1768,4,2,1,2,0.5773
12,2,1.51,2,5,1,3,0.12172
5,2,0.49966,4,3,3,5,0.15511
7,2,0.6398,3,5,1,4,0.48308
5,2,0.4096,3,2,1,3,0.10515
5,3,0.8176,5,4,3,5,0.039755
6,4,0.58755,3,5,1,4,0.13223
8,4,0.73264,3,2,1,3,0.060832
7,3,0.94182,2,3,1,2,0.12046
12,2,1.3856,3,2,2,2,0.68461
13,10,1.3435,4,3,2,2,1.0213
13,10,0.94842,5,4,1,5,1.8847
5,3,0.73277,5,5,1,5,0.0
4,2,0.58289,3,2,1,2,0.25555
10,7,0.75481,3,2,1,3,0.87631
8,5,0.85982,2,3,1,2,0.76849
12,3,1.0046,5,4,1,4,1.5746
7,4,0.86815,4,4,1,3,0.31338
9,4,0.96578,4,4,2,5,0.47247
4,2,0.56718,2,2,1,5,0.097381
5,3,0.76159,3,4,2,3,0.062253
4,2,0.52552,3,4,1,4,0.04182
13,6,1.2874,5,5,1,5,1.4349
10,3,1.2827,2,5,1,4,1.2165
8,3,0.96747,3,5,2,1,0.49608
8,5,0.97129,2,2,1,2,0.24618
10,8,1.0821,2,5,1,4,0.80722
12,8,1.0039,2,2,1,3,1.0645
7,4,0.74848,2,4,1,1,0.065795
10,5,1.1015,4,5,3,5,0.2454
13,5,1.0192,4,4,1,1,1.5622
8,6,0.58122,5,5,4,3,0.46919
11,8,0.89369,2,4,1,4,1.1686
4,2,0.51875,3,3,1,2,0.042699
13,4,1.0162,3,4,2,5,0.8403
4,2,0.62966,5,2,2,5,0.045239
4,2,0.47436,2,4,1,1,0.074949
11,8,1.0735,4,5,2,4,0.62839
5,3,0.61023,4,5,2,2,0.41856
6,4,0.62349,5,5,1,3,0.32611
9,6,0.93989,4,2,1,3,0.13397
5,2,0.78896,2,5,1,5,0.25663
13,4,1.1211,2,5,1,4,0.66708
13,7,0.95409,5,3,2,1,0.85056
11,3,1.1429,4,5,1,1,0.59816
4,2,0.52429,3,4,2,5,0.1188
6,2,0.74528,5,5,3,4,0.19745
11,2,0.97674,4,2,2,5,0.49913
5,2,0.74776,2,3,1,3,0.051656
4,2,0.79708,2,5,1,5,0.26469
6,3,0.84347,5,5,2,3,0.12827
8,5,0.83012,3,2,1,4,0.17063
4,2,0.76571,4,5,1,3,0.092803
8,4,0.65886,2,3,1,2,0.16359
11,7,0.88527,5,5,1,5,1.4121
9,5,0.75197,2,3,1,4,0.41914
10,8,1.2129,3,4,2,2,0.37481
9,7,0.82932,4,3,3,4,0.11121
12,10,0.96161,5,2,3,4,1.1873
5,2,0.79019,3,3,2,1,0.025811
4,2,0.58464,2,2,1,3,0.088021
12,5,1.0391,2,4,1,1,0.4831
6,3,0.87779,2,3,1,5,1.612
10,7,1.1477,4,4,1,1,0.7192
9,2,1.2128,3,3,1,5,0.34175
8,4,0.96717,2,4,1,5,0.20189
13,10,1.1604,3,3,1,1,1.5713
10,3,1.0508,4,3,1,1,0.0073021
8,6,0.69855,3,5,1,3,0.20196
4,2,0.64087,4,4,2,1,0.13245
6,3,0.59973,3,3,1,1,1.2786
9,2,1.1261,4,4,2,4,1.5607
4,2,0.60637,3,3,1,2,0.37499
5,2,0.58122,3,4,1,1,0.18222
7,2,0.63321,2,5,1,4,0.89135
7,5,0.71052,5,3,2,2,0.92337
5,3,0.49729,5,3,2,2,0.12067
9,3,0.75149,2,3,1,3,0.17541
8,5,0.64117,2,3,1,1,0.77198
6,3,0.6539,2,5,1,1,0.25891
5,3,0.75597,3,5,1,5,0.28722
9,4,0.92068,2,4,1,3,0.40151
11,5,1.1942,4,2,3,5,0.22655
5,2,0.50976,3,2,1,5,0.24899
8,5,1.0017,5,4,1,5,0.27252
10,5,0.75537,3,2,1,2,0.4919
10,4,0.73416,3,3,2,3,0.54238
6,2,0.58661,4,2,3,4,0.17438
6,2,0.60796,5,5,1,2,0.10522
9,6,0.7617,5,3,1,1,0.42174
10,3,0.8934,2,2,1,5,0.86565
9,5,0.9681,5,2,3,2,0.89365
11,3,0.83197,4,5,2,2,0.43627
9,5,0.71659,5,5,3,5,0.14234
13,6,1.0334,5,4,2,5,0.46033
8,4,0.77819,4,5,3,5,0.76577
9,2,0.7282,5,5,4,2,0.052231
6,3,0.56664,4,2,3,4,0.51944
13,10,1.5966,3,3,1,4,1.0259
7,2,0.50425,4,4,2,5,0.54902
10,2,0.93087,5,4,4,3,0.69172
6,2,0.6346,2,3,1,2,0.24335
10,2,1.14,2,5,1,2,0.44064
6,2,0.4822,5,3,1,3,0.17937
7,3,0.75038,3,2,1,5,0.21894
7,4,0.65406,2,3,1,2,0.61519
12,6,1.5091,3,4,1,2,2.4984
10,3,0.84902,2,2,1,3,0.10269
4,2,0.59459,3,2,2,4,0.050571
9,6,0.70593,5,3,1,3,0.6453
13,11,1.4398,2,4,1,2,1.2683
5,3,0.60166,2,4,1,3,0.63133
10,2,1.0268,3,5,2,5,0.14818
7,5,0.79746,3,4,1,5,0.46239
6,2,0.49084,2,4,1,3,0.69331
10,8,1.0915,2,5,1,3,0.25085
7,2,0.65344,4,4,1,2,0.14642
4,2,0.53325,2,2,1,1,0.0
6,3,0.57456,4,2,1,2,0.79209
10,4,0.86233,3,5,2,4,0.71609
5,2,0.52409,2,3,1,3,0.0
5,2,0.69244,4,3,1,1,0.14786
13,9,1.324,5,2,3,4,2.0054
12,2,1.339,2,3,1,5,1.0751
13,5,1.7375,5,3,2,2,0.11346
4,2,0.54464,4,2,3,4,0.2025
5,3,0.68762,5,5,2,3,0.039961
6,4,0.63333,5,2,2,3,0.17812
5,3,0.75312,5,3,3,1,0.61142
6,2,0.77348,3,5,1,1,0.28952
5,2,0.70199,3,4,2,5,0.43247
9,4,0.83695,5,5,2,5,0.71745
4,2,0.60069,4,5,2,4,0.0
13,3,1.13,2,2,1,5,0.42539
13,10,1.4308,3,3,1,3,0.85374
11,9,1.2313,2,5,1,1,0.17558
9,6,0.82677,3,5,2,4,0.069302
7,4,0.52903,4,2,1,5,1.6626
11,9,0.94514,5,3,4,2,0.39664
12,6,1.2073,5,5,4,1,0.94037
13,4,1.3333,2,3,1,4,1.355
5,2,0.55507,4,3,2,5,0.29205
13,11,1.0073,4,4,3,1,2.2145
5,2,0.7228,5,4,4,2,0.0090443
10,5,0.71864,5,5,1,3,0.97861
9,4,0.82994,4,2,3,4,0.81261
5,2,0.48863,5,4,1,3,0.14311
8,5,0.86451,5,4,1,5,0.84628
9,6,0.82488,4,4,3,1,0.51517
4,2,0.68177,3,4,1,4,0.40802
13,2,1.605,2,4,1,4,0.96331
5,2,0.57232,2,5,1,5,0.042046
9,2,0.82835,5,4,2,3,0.26382
12,10,1.142,4,3,2,3,1.4984
13,10,1.0326,2,3,1,2,0.96444
4,2,0.57194,2,4,1,2,0.54975
4,2,0.58491,4,2,1,2,0.047955
6,3,0.49635,5,5,2,5,0.46186
11,5,0.79603,3,5,2,3,0.26464
13,3,1.3476,3,2,2,5,0.67068
13,11,2.1528,4,2,1,3,0.48333
8,5,0.73757,3,3,2,1,0.1745
6,4,0.62417,2,5,1,5,0.19441
12,2,1.1296,2,3,1,2,0.8249
8,4,0.64582,2,3,1,3,0.10216
13,11,1.0152,5,5,4,4,1.1429
12,4,1.2817,4,2,3,5,0.33447
5,3,0.64785,5,5,1,4,0.88903
8,2,1.3754,5,5,1,2,0.68425
6,4,0.72117,2,2,1,4,0.092391
12,9,1.6593,4,5,3,1,0.42055
5,3,0.58014,2,4,1,3,0.04649
6,4,0.737,5,5,3,4,0.24492
5,3,0.58462,5,4,1,5,0.12936
13,6,1.0122,4,5,1,3,1.4794
9,6,1.1929,3,5,1,1,0.295
7,5,1.1479,2,3,1,2,0.32906
9,3,0.96211,2,3,1,1,0.74407
6,4,0.55917,5,3,1,1,0.047327
11,7,1.0227,4,4,1,1,0.65837
12,5,1.0575,5,2,3,4,0.66011
7,2,0.78643,2,4,1,1,0.14112
7,2,0.59739,4,2,1,5,0.26018
5,2,0.75779,2,4,1,4,0.205
8,3,0.58363,4,5,1,3,0.23994
13,11,1.1536,5,3,1,2,1.3744
7,4,0.61918,5,3,3,4,0.70614
8,3,0.57762,4,2,2,3,0.2019
5,2,0.43451,4,3,1,5,0.47182
8,4,0.79793,5,4,1,2,0.90958
8,3,0.66568,4,3,1,1,0.26891
8,5,0.84929,3,3,1,1,0.75618
8,6,0.73589,2,3,1,3,0.58132
10,4,1.0546,5,5,1,5,0.66524
9,4,0.97069,4,4,1,2,0.60752
13,8,1.0549,3,2,1,3,1.0044
12,5,0.98077,5,5,2,5,0.64717
4,2,0.69187,3,4,2,3,0.44117
6,2,0.63479,4,4,2,2,0.13253
13,9,1.4174,3,2,2,2,0.3142
11,6,1.1192,3,3,1,5,0.42704
4,2,0.72847,4,3,3,5,0.22767
4,2,0.47105,2,2,1,5,0.035632
10,5,1.4819,3,4,2,3,0.10581
13,10,1.6017,5,5,4,5,0.21613
10,2,1.2797,5,2,4,4,0.2276
12,3,1.5306,2,4,1,2,0.21499
9,5,0.6933,2,4,1,4,0.37694
4,2,0.53065,4,2,3,1,0.0
11,3,1.1208,5,2,1,3,0.48426
13,7,0.96192,2,4,1,1,0.70084
4,2,0.54165,4,2,1,5,0.0
9,3,0.8053,5,2,3,1,0.91688
11,7,1.087,3,2,2,4,0.40052
8,4,0.64408,3,5,2,2,0.10133
4,2,0.55004,5,3,2,3,0.2787
8,3,0.93672,3,3,2,3,1.2397
5,3,0.92909,5,3,2,4,0.32186
9,5,0.95549,3,3,1,5,0.46579
4,2,0.69271,3,5,1,3,0.11361
6,2,0.78668,5,3,4,4,0.61628
13,8,1.5673,2,3,1,3,1.8639
6,2,0.50812,5,4,1,5,0.049693
9,2,0.75966,5,5,3,3,0.3873
9,6,0.93209,4,5,1,3,2.1986
10,5,1.009,4,5,2,1,1.0061
5,2,0.76943,4,4,2,3,0.21005
11,5,1.4119,2,2,1,4,0.49777
12,3,1.1174,3,4,1,1,0.462
11,2,0.85122,4,5,1,1,0.3137
11,6,1.6285,2,5,1,5,0.46602
10,8,1.0237,2,4,1,2,0.55447
4,2,0.66269,5,4,3,3,0.72065
8,3,0.8397,5,3,1,1,1.7079
5,2,0.53763,4,2,1,1,2.1281
8,5,0.64038,3,5,1,5,0.70918
10,4,1.1009,3,3,2,1,0.22415
7,5,0.73396,3,2,1,2,0.20319
9,7,0.9659,5,2,2,2,0.15857
5,2,0.79946,4,4,1,2,0.25718
13,5,1.3117,3,2,1,1,1.3614
8,3,0.69287,2,2,1,3,0.3076
10,7,0.77264,2,2,1,3,1.5987
6,2,0.60363,4,2,2,5,0.11328
13,11,1.0116,3,4,1,1,1.7016
12,7,1.2012,3,3,1,4,1.4871
7,5,0.82117,3,5,2,5,0.17151
13,6,1.4586,2,5,1,4,0.70718
10,3,0.96667,4,5,3,5,0.88821
4,2,0.72125,2,2,1,5,0.098789
9,3,1.0835,2,3,1,2,0.55002
5,2,0.6651,2,4,1,1,0.33557
8,3,0.57348,3,4,2,4,0.062577
5,3,0.82347,5,3,2,3,0.12566
10,6,0.90332,4,2,3,2,0.32083
10,5,0.74797,5,4,2,5,0.4932
7,3,0.54061,4,4,1,2,0.59331
5,3,0.83624,3,4,1,4,0.15917
8,4,1.0888,4,5,3,3,0.39875
5,2,0.52139,3,2,2,1,0.42801
7,2,0.54488,5,2,3,5,0.038184
4,2,0.6364,2,4,1,5,0.27793
11,6,1.4234,2,3,1,5,0.84309
12,10,1.0285,3,5,1,4,0.83948
10,8,1.4503,5,4,1,5,0.32878
6,3,0.65486,4,2,2,1,0.15807
4,2,0.6264,2,2,1,3,0.13571
4,2,0.53071,2,2,1,1,0.19794
8,3,1.0905,3,5,1,2,0.22223
4,2,0.53418,5,3,3,3,0.21345
5,3,0.74415,3,5,2,4,0.20545
11,6,0.79396,4,5,2,4,0.41309
10,6,0.95098,3,3,2,4,0.61902
12,2,1.0389,3,4,1,5,0.99273
10,8,1.1392,3,2,2,5,0.76754
5,3,0.61701,4,5,3,1,0.11627
13,10,1.0401,2,2,1,1,0.68689
12,9,1.5638,5,3,2,4,0.22471
10,6,0.97748,5,4,4,1,0.70676
10,8,1.0414,4,5,2,5,0.27464
4,2,0.54611,2,2,1,5,0.19568
13,11,1.0673,2,3,1,5,0.13834
7,2,0.55678,3,5,1,4,0.39805
6,2,0.55085,2,3,1,4,0.20027
7,4,0.84217,5,4,1,1,0.038622
4,2,0.55575,4,3,3,4,0.12455
4,2,0.53498,3,3,1,4,0.0
9,7,0.83355,4,2,2,1,0.54107
9,2,1.0202,5,3,1,1,0.46226
8,4,0.77308,3,5,2,4,0.20702
5,2,0.52563,3,3,1,3,0.36148
12,10,1.2433,4,3,3,2,0.99947
6,3,0.50151,4,3,2,1,0.28408
6,4,0.62461,3,5,1,5,1.5471
7,4,0.6586,5,4,3,1,0.41537
6,2,0.90144,2,2,1,3,0.16156
10,8,1.1271,4,3,2,3,0.41753
13,4,1.0046,5,4,2,5,0.73522
9,4,0.71879,2,3,1,5,0.57372
9,4,0.74755,2,3,1,3,0.78149
8,5,0.72652,4,4,2,5,0.87462
5,2,0.77763,2,4,1,1,0.30595
10,8,1.1262,4,5,3,1,1.0278
7,3,0.56568,3,4,1,1,0.4203
10,4,0.82628,5,4,2,3,0.36992
8,5,0.75339,3,4,2,2,0.64508
5,3,0.51306,3,3,2,2,0.14992
8,6,1.2278,3,4,1,2,0.55655
6,3,0.67457,3,2,2,2,0.36456
6,3,0.68534,2,3,1,3,0.40264
9,2,0.72196,5,2,4,1,0.72828
4,2,0.58839,4,2,2,4,0.14437
7,4,0.55026,4,3,1,5,0.27424
7,5,0.74391,2,5,1,1,1.6888
13,5,1.043,5,2,3,1,1.0516
12,6,1.0539,4,5,1,5,0.81222
6,3,0.63008,3,2,2,3,0.05676
11,4,1.0593,3,4,2,4,0.17735
11,2,1.3648,3,3,1,3,0.36443
13,9,1.5285,4,4,1,3,1.1
8,3,0.61329,3,2,1,5,0.059808
12,6,1.2531,2,2,1,2,1.2961
5,3,0.42761,2,4,1,1,0.13694
5,2,0.62578,2,4,1,1,0.18076
9,4,1.0137,5,5,1,3,0.27182
10,6,1.0893,2,4,1,4,0.91103
12,10,1.354,5,2,1,1,0.97301
8,3,0.84533,4,3,3,2,0.54526
11,5,0.96213,2,5,1,4,0.17021
9,6,0.66712,5,4,4,1,1.0814
10,4,0.7736,2,3,1,5,0.10705
12,4,1.3025,2,5,1,2,0.27013
4,2,0.74056,2,5,1,1,0.045898
12,7,0.90812,3,4,2,1,1.1076
9,2,0.70229,5,3,1,2,0.51501
9,7,0.83841,3,2,2,3,0.19957
11,8,0.99245,5,5,2,4,0.57459
10,3,0.82653,3,4,1,2,0.61549
6,3,0.54116,3,4,2,3,0.42699
12,10,1.1141,2,5,1,2,0.42628
13,9,1.1209,4,5,3,2,1.8843
9,3,0.93997,3,4,1,3,0.24763
10,7,0.8799,2,3,1,3,0.68322
12,8,0.96908,2,3,1,3,0.8937
6,3,0.58145,2,2,1,1,0.20658
6,3,0.54032,4,2,3,5,0.31154
7,4,0.84432,2,4,1,1,0.12155
12,2,1.1557,3,2,1,4,0.11507
5,2,0.77515,4,4,1,4,0.057069
12,2,1.4991,5,2,3,4,0.43717
5,3,0.63029,4,4,1,4,0.025091
8,6,0.84615,5,3,4,2,0.099234
5,3,0.49719,2,2,1,2,1.1759
6,3,0.75545,3,3,1,3,0.068868
11,6,0.9648,3,5,2,3,0.50757
4,2,0.58261,3,3,1,4,0.11546
8,3,0.9237,2,3,1,3,0.41479
5,3,0.76516,3,4,1,1,0.3221
8,5,0.72223,3,2,1,3,0.19194
9,2,1.0136,3,5,2,5,0.62368
5,3,0.53516,2,2,1,3,0.6354
4,2,0.64723,5,2,2,1,0.019309
9,2,0.95985,4,4,2,5,0.47952
10,4,0.95166,3,5,2,4,0.69358
7,4,0.68964,4,3,2,1,0.21386
11,3,1.0302,5,4,4,2,0.51189
13,8,1.1616,2,4,1,4,1.2051
12,8,1.1242,3,3,2,3,2.2665
9,7,1.1428,2,5,1,1,0.064719
8,4,0.74281,2,5,1,1,0.102
5,2,0.83582,3,3,2,3,0.11254
11,6,1.009,5,3,4,1,0.56129
11,7,1.0366,4,4,1,3,2.26
11,4,1.5822,5,2,4,2,0.26666
10,2,0.84086,4,4,3,5,0.64928
7,5,0.66502,5,3,4,4,0.14307
7,2,0.57534,4,5,1,3,0.0
12,9,1.3756,5,3,1,4,0.69705
7,2,0.69484,4,4,3,4,0.071766
12,2,1.3064,3,2,2,1,0.47457
11,2,1.0494,2,5,1,1,0.13204
10,3,1.1906,2,3,1,2,0.29647
6,3,0.64669,5,2,1,3,0.82297
7,5,0.92249,4,2,2,2,1.4927
5,3,0.64056,4,5,3,1,0.5639
6,3,0.73357,5,3,3,2,0.2488
12,4,1.2477,2,3,1,4,1.8046
6,2,0.74127,2,3,1,2,1.08
8,6,0.68185,4,5,1,3,0.57413
5,2,0.49696,3,4,1,5,0.40921
5,3,0.53326,5,5,3,1,0.28145
13,6,1.0766,3,2,2,4,0.67379
13,10,1.1579,4,2,2,5,0.75248
6,4,0.95092,5,5,2,5,0.032541
7,5,0.568,3,4,1,2,0.76016
10,8,1.5542,2,2,1,2,0.46677
13,11,1.0115,2,3,1,2,2.0377
9,6,0.8084,5,3,4,1,0.17256
8,3,0.73945,5,5,2,5,0.1401
6,4,0.8044,5,5,1,5,0.35249
6,2,0.63442,5,2,2,2,0.52661
11,5,0.82823,4,4,1,5,0.60392
7,4,0.6757,3,5,2,5,0.21281
11,6,1.1975,4,3,3,5,0.39016
10,7,1.0075,5,2,3,1,1.2364
8,4,0.67186,4,5,1,1,0.31773
7,5,0.59859,5,4,1,5,0.75404
11,8,0.90667,3,5,2,3,0.57435
10,7,0.76538,4,3,2,5,0.23541
13,5,1.0829,5,3,3,1,0.56449
8,4,0.74158,5,2,1,4,0.51515
9,4,0.83702,4,5,3,4,0.41362
7,5,0.70431,5,4,4,1,0.96786
10,5,0.87651,4,4,2,4,0.18769
11,7,1.1023,2,5,1,5,0.79279
4,2,0.71129,2,3,1,1,0.18571
10,7,1.2447,4,5,3,4,0.51865
12,5,1.6644,2,2,1,4,0.36541
5,3,0.77023,5,5,4,1,0.13564
12,8,1.094,3,3,2,3,0.59942
10,2,0.91948,2,5,1,4,0.054461
13,10,1.3733,3,2,2,2,0.6482
9,7,0.81451,4,4,1,3,0.85353
5,2,0.52565,4,5,1,2,0.08685
6,4,0.62436,2,5,1,1,0.10949
13,10,1.3125,2,4,1,2,0.63232
12,7,0.90951,2,2,1,2,1.3404
4,2,0.7116,5,4,1,3,0.0
13,6,1.0535,4,2,3,4,0.49593
13,8,1.0703,3,2,2,2,0.33469
13,8,1.2401,2,3,1,5,0.85144
13,5,1.0297,3,2,2,3,0.63909
5,3,0.68317,4,2,1,4,0.24492
7,3,0.50361,5,3,1,2,0.081176
9,6,1.0069,2,4,1,1,0.34794
7,3,0.72076,2,3,1,4,0.80033
11,8,1.0824,5,4,4,3,0.67963
10,5,1.0342,5,2,3,5,0.4228
11,2,1.0888,2,4,1,2,0.40454
11,4,1.1083,4,2,2,5,0.32974
5,2,0.70574,3,4,1,2,0.22132
11,3,1.0329,3,2,1,2,0.58217
9,2,0.72005,2,4,1,1,0.22384
